TIME(HH),TIME(MM),TIME(SS),TIME(ms),X,Y,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15
0,0,38,848,3,1.5,-46,-43,-49,-56,-53,-63,-59,-56,-60,-51,-53,-58,-52,-48,-57,-63
0,0,41,913,3,1.5,-45,-42,-49,-56,-57,-63,-59,-56,-51,-50,-55,-61,-52,-56,-56,-63
0,0,48,37,3,1.5,-45,-40,-51,-56,-51,-63,-55,-54,-44,-52,-55,-58,-46,-56,-56,-63
0,0,54,172,3,1.5,-43,-43,-51,-58,-51,-63,-61,-55,-52,-46,-55,-58,-46,-54,-56,-63
0,0,57,232,3,1.5,-43,-43,-51,-58,-51,-63,-61,-55,-52,-46,-55,-58,-46,-54,-56,-63
0,0,0,305,3,1.5,-44,-42,-50,-52,-51,-55,-61,-53,-49,-46,-55,-56,-46,-54,-56,-66
0,0,3,387,3,1.5,-44,-42,-50,-52,-51,-55,-61,-53,-49,-46,-55,-56,-46,-54,-56,-66
0,0,6,440,3,1.5,-42,-42,-50,-44,-52,-55,-61,-56,-48,-46,-53,-56,-55,-56,-56,-66
0,0,9,491,3,1.5,-42,-42,-50,-44,-52,-55,-61,-56,-48,-46,-53,-56,-55,-56,-56,-66
0,0,12,553,3,1.5,-45,-42,-49,-56,-56,-62,-61,-45,-51,-51,-53,-56,-55,-57,-56,-64
0,0,15,637,3,1.5,-45,-42,-49,-56,-56,-62,-61,-45,-51,-51,-53,-56,-55,-57,-56,-64
0,0,18,709,3,1.5,-45,-41,-51,-58,-56,-61,-53,-55,-51,-51,-53,-57,-55,-57,-54,-64
0,0,24,845,3,1.5,-43,-42,-47,-58,-56,-61,-64,-52,-52,-49,-53,-57,-57,-57,-58,-64
0,0,27,906,3,1.5,-43,-42,-47,-58,-56,-61,-64,-52,-52,-49,-53,-57,-57,-57,-58,-64
0,0,30,979,3,1.5,-43,-43,-47,-58,-56,-61,-55,-52,-52,-49,-53,-57,-58,-61,-56,-64
0,0,34,37,3,1.5,-43,-43,-47,-58,-56,-61,-55,-52,-52,-49,-53,-57,-58,-61,-56,-64
0,0,37,91,3,1.5,-42,-43,-49,-55,-54,-61,-55,-52,-52,-57,-54,-57,-58,-57,-56,-64
0,0,40,137,3,1.5,-42,-43,-49,-55,-54,-61,-55,-52,-52,-57,-54,-57,-58,-57,-56,-64
0,0,43,223,3,1.5,-43,-43,-49,-52,-54,-63,-54,-56,-51,-51,-54,-57,-58,-54,-54,-64
0,0,46,273,3,1.5,-43,-43,-49,-52,-54,-63,-54,-56,-51,-51,-54,-57,-58,-54,-54,-64
0,0,49,349,3,1.5,-44,-42,-49,-57,-56,-63,-59,-55,-51,-46,-54,-57,-58,-53,-45,-64
0,0,52,401,3,1.5,-44,-42,-49,-57,-56,-63,-59,-55,-51,-46,-54,-57,-58,-53,-45,-64
0,0,55,466,3,1.5,-41,-42,-50,-57,-57,-61,-57,-55,-51,-48,-54,-55,-58,-53,-46,-64
0,0,58,530,3,1.5,-41,-42,-50,-57,-57,-61,-57,-55,-51,-48,-54,-55,-58,-53,-46,-64
0,0,1,584,3,1.5,-43,-42,-52,-57,-57,-61,-57,-45,-59,-46,-54,-55,-54,-53,-46,-64
0,0,32,743,3,1.5,-37,-43,-65,-43,-53,-50,-60,-61,-60,-45,-53,-54,-52,-52,-54,-59
0,0,35,770,3,1.5,-37,-43,-65,-43,-53,-50,-60,-61,-60,-45,-53,-54,-52,-52,-54,-59
0,0,38,848,3,1.5,-46,-43,-49,-56,-53,-63,-59,-56,-60,-51,-53,-58,-52,-48,-57,-63
0,0,41,913,3,1.5,-45,-42,-49,-56,-57,-63,-59,-56,-51,-50,-55,-61,-52,-56,-56,-63
0,0,48,37,3,1.5,-45,-40,-51,-56,-51,-63,-55,-54,-44,-52,-55,-58,-46,-56,-56,-63
0,0,54,172,3,1.5,-43,-43,-51,-58,-51,-63,-61,-55,-52,-46,-55,-58,-46,-54,-56,-63
0,0,57,232,3,1.5,-43,-43,-51,-58,-51,-63,-61,-55,-52,-46,-55,-58,-46,-54,-56,-63
0,0,0,305,3,1.5,-44,-42,-50,-52,-51,-55,-61,-53,-49,-46,-55,-56,-46,-54,-56,-66
0,0,3,387,3,1.5,-44,-42,-50,-52,-51,-55,-61,-53,-49,-46,-55,-56,-46,-54,-56,-66
0,0,6,440,3,1.5,-42,-42,-50,-44,-52,-55,-61,-56,-48,-46,-53,-56,-55,-56,-56,-66
0,0,9,491,3,1.5,-42,-42,-50,-44,-52,-55,-61,-56,-48,-46,-53,-56,-55,-56,-56,-66
0,0,12,553,3,1.5,-45,-42,-49,-56,-56,-62,-61,-45,-51,-51,-53,-56,-55,-57,-56,-64
0,0,15,637,3,1.5,-45,-42,-49,-56,-56,-62,-61,-45,-51,-51,-53,-56,-55,-57,-56,-64
0,0,18,709,3,1.5,-45,-41,-51,-58,-56,-61,-53,-55,-51,-51,-53,-57,-55,-57,-54,-64
0,0,24,845,3,1.5,-43,-42,-47,-58,-56,-61,-64,-52,-52,-49,-53,-57,-57,-57,-58,-64
0,0,27,906,3,1.5,-43,-42,-47,-58,-56,-61,-64,-52,-52,-49,-53,-57,-57,-57,-58,-64
0,0,30,979,3,1.5,-43,-43,-47,-58,-56,-61,-55,-52,-52,-49,-53,-57,-58,-61,-56,-64
0,0,34,37,3,1.5,-43,-43,-47,-58,-56,-61,-55,-52,-52,-49,-53,-57,-58,-61,-56,-64
0,0,37,91,3,1.5,-42,-43,-49,-55,-54,-61,-55,-52,-52,-57,-54,-57,-58,-57,-56,-64
0,0,40,137,3,1.5,-42,-43,-49,-55,-54,-61,-55,-52,-52,-57,-54,-57,-58,-57,-56,-64
0,0,43,223,3,1.5,-43,-43,-49,-52,-54,-63,-54,-56,-51,-51,-54,-57,-58,-54,-54,-64
0,0,46,273,3,1.5,-43,-43,-49,-52,-54,-63,-54,-56,-51,-51,-54,-57,-58,-54,-54,-64
0,0,49,349,3,1.5,-44,-42,-49,-57,-56,-63,-59,-55,-51,-46,-54,-57,-58,-53,-45,-64
0,0,52,401,3,1.5,-44,-42,-49,-57,-56,-63,-59,-55,-51,-46,-54,-57,-58,-53,-45,-64
0,0,55,466,3,1.5,-41,-42,-50,-57,-57,-61,-57,-55,-51,-48,-54,-55,-58,-53,-46,-64
0,0,58,530,3,1.5,-41,-42,-50,-57,-57,-61,-57,-55,-51,-48,-54,-55,-58,-53,-46,-64
0,0,1,584,3,1.5,-43,-42,-52,-57,-57,-61,-57,-45,-59,-46,-54,-55,-54,-53,-46,-64
0,0,32,743,3,1.5,-37,-43,-65,-43,-53,-50,-60,-61,-60,-45,-53,-54,-52,-52,-54,-59
0,0,35,770,3,1.5,-37,-43,-65,-43,-53,-50,-60,-61,-60,-45,-53,-54,-52,-52,-54,-59
0,0,38,848,3,1.5,-46,-43,-49,-56,-53,-63,-59,-56,-60,-51,-53,-58,-52,-48,-57,-63
0,0,41,913,3,1.5,-45,-42,-49,-56,-57,-63,-59,-56,-51,-50,-55,-61,-52,-56,-56,-63
0,0,48,37,3,1.5,-45,-40,-51,-56,-51,-63,-55,-54,-44,-52,-55,-58,-46,-56,-56,-63
0,0,54,172,3,1.5,-43,-43,-51,-58,-51,-63,-61,-55,-52,-46,-55,-58,-46,-54,-56,-63
0,0,57,232,3,1.5,-43,-43,-51,-58,-51,-63,-61,-55,-52,-46,-55,-58,-46,-54,-56,-63
0,0,0,305,3,1.5,-44,-42,-50,-52,-51,-55,-61,-53,-49,-46,-55,-56,-46,-54,-56,-66
0,0,3,387,3,1.5,-44,-42,-50,-52,-51,-55,-61,-53,-49,-46,-55,-56,-46,-54,-56,-66
0,0,6,440,3,1.5,-42,-42,-50,-44,-52,-55,-61,-56,-48,-46,-53,-56,-55,-56,-56,-66
0,0,9,491,3,1.5,-42,-42,-50,-44,-52,-55,-61,-56,-48,-46,-53,-56,-55,-56,-56,-66
0,0,12,553,3,1.5,-45,-42,-49,-56,-56,-62,-61,-45,-51,-51,-53,-56,-55,-57,-56,-64
0,0,15,637,3,1.5,-45,-42,-49,-56,-56,-62,-61,-45,-51,-51,-53,-56,-55,-57,-56,-64
0,0,18,709,3,1.5,-45,-41,-51,-58,-56,-61,-53,-55,-51,-51,-53,-57,-55,-57,-54,-64
0,0,24,845,3,1.5,-43,-42,-47,-58,-56,-61,-64,-52,-52,-49,-53,-57,-57,-57,-58,-64
0,0,27,906,3,1.5,-43,-42,-47,-58,-56,-61,-64,-52,-52,-49,-53,-57,-57,-57,-58,-64
0,0,30,979,3,1.5,-43,-43,-47,-58,-56,-61,-55,-52,-52,-49,-53,-57,-58,-61,-56,-64
0,0,34,37,3,1.5,-43,-43,-47,-58,-56,-61,-55,-52,-52,-49,-53,-57,-58,-61,-56,-64
0,0,37,91,3,1.5,-42,-43,-49,-55,-54,-61,-55,-52,-52,-57,-54,-57,-58,-57,-56,-64
0,0,40,137,3,1.5,-42,-43,-49,-55,-54,-61,-55,-52,-52,-57,-54,-57,-58,-57,-56,-64
0,0,43,223,3,1.5,-43,-43,-49,-52,-54,-63,-54,-56,-51,-51,-54,-57,-58,-54,-54,-64
0,0,46,273,3,1.5,-43,-43,-49,-52,-54,-63,-54,-56,-51,-51,-54,-57,-58,-54,-54,-64
0,0,49,349,3,1.5,-44,-42,-49,-57,-56,-63,-59,-55,-51,-46,-54,-57,-58,-53,-45,-64
0,0,52,401,3,1.5,-44,-42,-49,-57,-56,-63,-59,-55,-51,-46,-54,-57,-58,-53,-45,-64
0,0,55,466,3,1.5,-41,-42,-50,-57,-57,-61,-57,-55,-51,-48,-54,-55,-58,-53,-46,-64
0,0,58,530,3,1.5,-41,-42,-50,-57,-57,-61,-57,-55,-51,-48,-54,-55,-58,-53,-46,-64
0,0,1,584,3,1.5,-43,-42,-52,-57,-57,-61,-57,-45,-59,-46,-54,-55,-54,-53,-46,-64
0,0,31,453,3,1.8,-43,-50,-52,-54,-54,-60,-64,-46,-52,-52,-55,-57,-55,-57,-54,-63
0,0,37,612,3,1.8,-45,-40,-55,-52,-54,-60,-73,-62,-57,-49,-58,-62,-43,-56,-64,-63
0,0,43,759,3,1.8,-43,-43,-51,-54,-55,-61,-63,-62,-49,-54,-58,-56,-52,-58,-57,-63
0,0,46,822,3,1.8,-47,-44,-50,-54,-51,-41,-64,-43,-48,-53,-56,-56,-55,-57,-56,-69
0,0,52,969,3,1.8,-44,-45,-54,-55,-53,-53,-68,-43,-46,-53,-56,-63,-55,-58,-56,-64
0,0,59,143,3,1.8,-47,-45,-52,-57,-53,-47,-64,-43,-47,-37,-54,-63,-55,-63,-57,-62
0,0,2,220,3,1.8,-45,-46,-50,-54,-58,-47,-65,-58,-50,-54,-54,-56,-52,-55,-57,-62
0,0,8,383,3,1.8,-46,-52,-46,-57,-58,-60,-64,-57,-49,-55,-54,-56,-52,-57,-54,-62
0,0,14,542,3,1.8,-46,-41,-46,-52,-56,-57,-57,-57,-49,-52,-54,-65,-55,-57,-57,-54
0,0,17,618,3,1.8,-46,-46,-51,-51,-56,-54,-53,-58,-51,-48,-54,-64,-55,-52,-50,-60
0,0,23,753,3,1.8,-45,-44,-52,-51,-65,-54,-62,-47,-49,-53,-43,-58,-51,-50,-50,-60
0,0,26,852,3,1.8,-45,-50,-52,-54,-65,-58,-61,-47,-49,-48,-43,-58,-52,-50,-50,-60
0,0,33,46,3,1.8,-46,-50,-51,-61,-59,-58,-60,-57,-50,-50,-43,-56,-52,-54,-49,-56
0,0,39,233,3,1.8,-45,-51,-50,-55,-58,-57,-63,-57,-50,-50,-59,-56,-55,-54,-57,-55
0,0,42,299,3,1.8,-45,-51,-48,-55,-58,-57,-63,-57,-46,-50,-58,-56,-55,-55,-57,-55
0,0,48,464,3,1.8,-42,-49,-47,-52,-51,-57,-64,-57,-49,-47,-53,-54,-54,-48,-49,-60
0,0,54,629,3,1.8,-42,-47,-47,-68,-51,-61,-58,-57,-49,-46,-53,-58,-46,-48,-71,-63
0,0,57,706,3,1.8,-52,-46,-49,-55,-55,-61,-60,-53,-49,-55,-56,-64,-46,-55,-63,-63
0,0,0,767,3,1.8,-51,-49,-52,-61,-55,-58,-66,-60,-52,-47,-58,-50,-52,-52,-63,-63
0,0,31,453,3,1.8,-43,-50,-52,-54,-54,-60,-64,-46,-52,-52,-55,-57,-55,-57,-54,-63
0,0,37,612,3,1.8,-45,-40,-55,-52,-54,-60,-73,-62,-57,-49,-58,-62,-43,-56,-64,-63
0,0,43,759,3,1.8,-43,-43,-51,-54,-55,-61,-63,-62,-49,-54,-58,-56,-52,-58,-57,-63
0,0,46,822,3,1.8,-47,-44,-50,-54,-51,-41,-64,-43,-48,-53,-56,-56,-55,-57,-56,-69
0,0,52,969,3,1.8,-44,-45,-54,-55,-53,-53,-68,-43,-46,-53,-56,-63,-55,-58,-56,-64
0,0,59,143,3,1.8,-47,-45,-52,-57,-53,-47,-64,-43,-47,-37,-54,-63,-55,-63,-57,-62
0,0,2,220,3,1.8,-45,-46,-50,-54,-58,-47,-65,-58,-50,-54,-54,-56,-52,-55,-57,-62
0,0,8,383,3,1.8,-46,-52,-46,-57,-58,-60,-64,-57,-49,-55,-54,-56,-52,-57,-54,-62
0,0,14,542,3,1.8,-46,-41,-46,-52,-56,-57,-57,-57,-49,-52,-54,-65,-55,-57,-57,-54
0,0,17,618,3,1.8,-46,-46,-51,-51,-56,-54,-53,-58,-51,-48,-54,-64,-55,-52,-50,-60
0,0,23,753,3,1.8,-45,-44,-52,-51,-65,-54,-62,-47,-49,-53,-43,-58,-51,-50,-50,-60
0,0,26,852,3,1.8,-45,-50,-52,-54,-65,-58,-61,-47,-49,-48,-43,-58,-52,-50,-50,-60
0,0,33,46,3,1.8,-46,-50,-51,-61,-59,-58,-60,-57,-50,-50,-43,-56,-52,-54,-49,-56
0,0,39,233,3,1.8,-45,-51,-50,-55,-58,-57,-63,-57,-50,-50,-59,-56,-55,-54,-57,-55
0,0,42,299,3,1.8,-45,-51,-48,-55,-58,-57,-63,-57,-46,-50,-58,-56,-55,-55,-57,-55
0,0,48,464,3,1.8,-42,-49,-47,-52,-51,-57,-64,-57,-49,-47,-53,-54,-54,-48,-49,-60
0,0,54,629,3,1.8,-42,-47,-47,-68,-51,-61,-58,-57,-49,-46,-53,-58,-46,-48,-71,-63
0,0,57,706,3,1.8,-52,-46,-49,-55,-55,-61,-60,-53,-49,-55,-56,-64,-46,-55,-63,-63
0,0,0,767,3,1.8,-51,-49,-52,-61,-55,-58,-66,-60,-52,-47,-58,-50,-52,-52,-63,-63
0,0,31,453,3,1.8,-43,-50,-52,-54,-54,-60,-64,-46,-52,-52,-55,-57,-55,-57,-54,-63
0,0,37,612,3,1.8,-45,-40,-55,-52,-54,-60,-73,-62,-57,-49,-58,-62,-43,-56,-64,-63
0,0,43,759,3,1.8,-43,-43,-51,-54,-55,-61,-63,-62,-49,-54,-58,-56,-52,-58,-57,-63
0,0,46,822,3,1.8,-47,-44,-50,-54,-51,-41,-64,-43,-48,-53,-56,-56,-55,-57,-56,-69
0,0,52,969,3,1.8,-44,-45,-54,-55,-53,-53,-68,-43,-46,-53,-56,-63,-55,-58,-56,-64
0,0,59,143,3,1.8,-47,-45,-52,-57,-53,-47,-64,-43,-47,-37,-54,-63,-55,-63,-57,-62
0,0,2,220,3,1.8,-45,-46,-50,-54,-58,-47,-65,-58,-50,-54,-54,-56,-52,-55,-57,-62
0,0,8,383,3,1.8,-46,-52,-46,-57,-58,-60,-64,-57,-49,-55,-54,-56,-52,-57,-54,-62
0,0,14,542,3,1.8,-46,-41,-46,-52,-56,-57,-57,-57,-49,-52,-54,-65,-55,-57,-57,-54
0,0,17,618,3,1.8,-46,-46,-51,-51,-56,-54,-53,-58,-51,-48,-54,-64,-55,-52,-50,-60
0,0,23,753,3,1.8,-45,-44,-52,-51,-65,-54,-62,-47,-49,-53,-43,-58,-51,-50,-50,-60
0,0,26,852,3,1.8,-45,-50,-52,-54,-65,-58,-61,-47,-49,-48,-43,-58,-52,-50,-50,-60
0,0,33,46,3,1.8,-46,-50,-51,-61,-59,-58,-60,-57,-50,-50,-43,-56,-52,-54,-49,-56
0,0,39,233,3,1.8,-45,-51,-50,-55,-58,-57,-63,-57,-50,-50,-59,-56,-55,-54,-57,-55
0,0,42,299,3,1.8,-45,-51,-48,-55,-58,-57,-63,-57,-46,-50,-58,-56,-55,-55,-57,-55
0,0,48,464,3,1.8,-42,-49,-47,-52,-51,-57,-64,-57,-49,-47,-53,-54,-54,-48,-49,-60
0,0,54,629,3,1.8,-42,-47,-47,-68,-51,-61,-58,-57,-49,-46,-53,-58,-46,-48,-71,-63
0,0,57,706,3,1.8,-52,-46,-49,-55,-55,-61,-60,-53,-49,-55,-56,-64,-46,-55,-63,-63
0,0,0,767,3,1.8,-51,-49,-52,-61,-55,-58,-66,-60,-52,-47,-58,-50,-52,-52,-63,-63
0,0,31,453,3,1.8,-43,-50,-52,-54,-54,-60,-64,-46,-52,-52,-55,-57,-55,-57,-54,-63
0,0,37,612,3,1.8,-45,-40,-55,-52,-54,-60,-73,-62,-57,-49,-58,-62,-43,-56,-64,-63
0,0,43,759,3,1.8,-43,-43,-51,-54,-55,-61,-63,-62,-49,-54,-58,-56,-52,-58,-57,-63
0,0,46,822,3,1.8,-47,-44,-50,-54,-51,-41,-64,-43,-48,-53,-56,-56,-55,-57,-56,-69
0,0,52,969,3,1.8,-44,-45,-54,-55,-53,-53,-68,-43,-46,-53,-56,-63,-55,-58,-56,-64
0,0,59,143,3,1.8,-47,-45,-52,-57,-53,-47,-64,-43,-47,-37,-54,-63,-55,-63,-57,-62
0,0,2,220,3,1.8,-45,-46,-50,-54,-58,-47,-65,-58,-50,-54,-54,-56,-52,-55,-57,-62
0,0,8,383,3,1.8,-46,-52,-46,-57,-58,-60,-64,-57,-49,-55,-54,-56,-52,-57,-54,-62
0,0,14,542,3,1.8,-46,-41,-46,-52,-56,-57,-57,-57,-49,-52,-54,-65,-55,-57,-57,-54
0,0,17,618,3,1.8,-46,-46,-51,-51,-56,-54,-53,-58,-51,-48,-54,-64,-55,-52,-50,-60
0,0,23,753,3,1.8,-45,-44,-52,-51,-65,-54,-62,-47,-49,-53,-43,-58,-51,-50,-50,-60
0,0,26,852,3,1.8,-45,-50,-52,-54,-65,-58,-61,-47,-49,-48,-43,-58,-52,-50,-50,-60
0,0,33,46,3,1.8,-46,-50,-51,-61,-59,-58,-60,-57,-50,-50,-43,-56,-52,-54,-49,-56
0,0,39,233,3,1.8,-45,-51,-50,-55,-58,-57,-63,-57,-50,-50,-59,-56,-55,-54,-57,-55
0,0,42,299,3,1.8,-45,-51,-48,-55,-58,-57,-63,-57,-46,-50,-58,-56,-55,-55,-57,-55
0,0,48,464,3,1.8,-42,-49,-47,-52,-51,-57,-64,-57,-49,-47,-53,-54,-54,-48,-49,-60
0,0,54,629,3,1.8,-42,-47,-47,-68,-51,-61,-58,-57,-49,-46,-53,-58,-46,-48,-71,-63
0,0,57,706,3,1.8,-52,-46,-49,-55,-55,-61,-60,-53,-49,-55,-56,-64,-46,-55,-63,-63
0,0,0,767,3,1.8,-51,-49,-52,-61,-55,-58,-66,-60,-52,-47,-58,-50,-52,-52,-63,-63
0,0,31,453,3,1.8,-43,-50,-52,-54,-54,-60,-64,-46,-52,-52,-55,-57,-55,-57,-54,-63
0,0,37,612,3,1.8,-45,-40,-55,-52,-54,-60,-73,-62,-57,-49,-58,-62,-43,-56,-64,-63
0,0,43,759,3,1.8,-43,-43,-51,-54,-55,-61,-63,-62,-49,-54,-58,-56,-52,-58,-57,-63
0,0,46,822,3,1.8,-47,-44,-50,-54,-51,-41,-64,-43,-48,-53,-56,-56,-55,-57,-56,-69
0,0,52,969,3,1.8,-44,-45,-54,-55,-53,-53,-68,-43,-46,-53,-56,-63,-55,-58,-56,-64
0,0,59,143,3,1.8,-47,-45,-52,-57,-53,-47,-64,-43,-47,-37,-54,-63,-55,-63,-57,-62
0,0,2,220,3,1.8,-45,-46,-50,-54,-58,-47,-65,-58,-50,-54,-54,-56,-52,-55,-57,-62
0,0,8,383,3,1.8,-46,-52,-46,-57,-58,-60,-64,-57,-49,-55,-54,-56,-52,-57,-54,-62
0,0,14,542,3,1.8,-46,-41,-46,-52,-56,-57,-57,-57,-49,-52,-54,-65,-55,-57,-57,-54
0,0,17,618,3,1.8,-46,-46,-51,-51,-56,-54,-53,-58,-51,-48,-54,-64,-55,-52,-50,-60
0,0,23,753,3,1.8,-45,-44,-52,-51,-65,-54,-62,-47,-49,-53,-43,-58,-51,-50,-50,-60
0,0,26,852,3,1.8,-45,-50,-52,-54,-65,-58,-61,-47,-49,-48,-43,-58,-52,-50,-50,-60
0,0,33,46,3,1.8,-46,-50,-51,-61,-59,-58,-60,-57,-50,-50,-43,-56,-52,-54,-49,-56
0,0,39,233,3,1.8,-45,-51,-50,-55,-58,-57,-63,-57,-50,-50,-59,-56,-55,-54,-57,-55
0,0,42,299,3,1.8,-45,-51,-48,-55,-58,-57,-63,-57,-46,-50,-58,-56,-55,-55,-57,-55
0,0,48,464,3,1.8,-42,-49,-47,-52,-51,-57,-64,-57,-49,-47,-53,-54,-54,-48,-49,-60
0,0,54,629,3,1.8,-42,-47,-47,-68,-51,-61,-58,-57,-49,-46,-53,-58,-46,-48,-71,-63
0,0,57,706,3,1.8,-52,-46,-49,-55,-55,-61,-60,-53,-49,-55,-56,-64,-46,-55,-63,-63
0,0,0,767,3,1.8,-51,-49,-52,-61,-55,-58,-66,-60,-52,-47,-58,-50,-52,-52,-63,-63
0,0,31,453,3,1.8,-43,-50,-52,-54,-54,-60,-64,-46,-52,-52,-55,-57,-55,-57,-54,-63
0,0,37,612,3,1.8,-45,-40,-55,-52,-54,-60,-73,-62,-57,-49,-58,-62,-43,-56,-64,-63
0,0,43,759,3,1.8,-43,-43,-51,-54,-55,-61,-63,-62,-49,-54,-58,-56,-52,-58,-57,-63
0,0,46,822,3,1.8,-47,-44,-50,-54,-51,-41,-64,-43,-48,-53,-56,-56,-55,-57,-56,-69
0,0,52,969,3,1.8,-44,-45,-54,-55,-53,-53,-68,-43,-46,-53,-56,-63,-55,-58,-56,-64
0,0,59,143,3,1.8,-47,-45,-52,-57,-53,-47,-64,-43,-47,-37,-54,-63,-55,-63,-57,-62
0,0,2,220,3,1.8,-45,-46,-50,-54,-58,-47,-65,-58,-50,-54,-54,-56,-52,-55,-57,-62
0,0,8,383,3,1.8,-46,-52,-46,-57,-58,-60,-64,-57,-49,-55,-54,-56,-52,-57,-54,-62
0,0,14,542,3,1.8,-46,-41,-46,-52,-56,-57,-57,-57,-49,-52,-54,-65,-55,-57,-57,-54
0,0,17,618,3,1.8,-46,-46,-51,-51,-56,-54,-53,-58,-51,-48,-54,-64,-55,-52,-50,-60
0,0,23,753,3,1.8,-45,-44,-52,-51,-65,-54,-62,-47,-49,-53,-43,-58,-51,-50,-50,-60
0,0,26,852,3,1.8,-45,-50,-52,-54,-65,-58,-61,-47,-49,-48,-43,-58,-52,-50,-50,-60
0,0,33,46,3,1.8,-46,-50,-51,-61,-59,-58,-60,-57,-50,-50,-43,-56,-52,-54,-49,-56
0,0,39,233,3,1.8,-45,-51,-50,-55,-58,-57,-63,-57,-50,-50,-59,-56,-55,-54,-57,-55
0,0,42,299,3,1.8,-45,-51,-48,-55,-58,-57,-63,-57,-46,-50,-58,-56,-55,-55,-57,-55
0,0,48,464,3,1.8,-42,-49,-47,-52,-51,-57,-64,-57,-49,-47,-53,-54,-54,-48,-49,-60
0,0,54,629,3,1.8,-42,-47,-47,-68,-51,-61,-58,-57,-49,-46,-53,-58,-46,-48,-71,-63
0,0,57,706,3,1.8,-52,-46,-49,-55,-55,-61,-60,-53,-49,-55,-56,-64,-46,-55,-63,-63
0,0,0,767,3,1.8,-51,-49,-52,-61,-55,-58,-66,-60,-52,-47,-58,-50,-52,-52,-63,-63
0,0,55,465,3,2.1,-45,-44,-49,-48,-49,-61,-62,-55,-54,-48,-46,-49,-50,-62,-47,-61
0,0,58,570,3,2.1,-46,-44,-54,-57,-52,-62,-58,-70,-52,-48,-55,-54,-50,-59,-57,-63
0,0,4,728,3,2.1,-42,-53,-54,-57,-52,-62,-63,-70,-49,-56,-54,-52,-51,-70,-52,-58
0,0,7,791,3,2.1,-39,-52,-53,-55,-52,-40,-60,-69,-56,-50,-54,-51,-46,-59,-58,-59
0,0,23,143,3,2.1,-48,-49,-53,-42,-55,-40,-57,-69,-45,-50,-54,-51,-51,-58,-57,-59
0,0,32,399,3,2.1,-45,-46,-51,-51,-57,-40,-52,-66,-46,-50,-55,-51,-52,-58,-55,-58
0,0,35,479,3,2.1,-45,-42,-51,-65,-57,-61,-61,-65,-46,-55,-55,-51,-51,-52,-52,-58
0,0,38,563,3,2.1,-45,-42,-51,-65,-57,-61,-61,-65,-46,-55,-55,-51,-51,-52,-52,-58
0,0,41,623,3,2.1,-45,-42,-51,-65,-57,-61,-61,-65,-46,-55,-55,-51,-51,-52,-52,-58
0,0,44,702,3,2.1,-45,-42,-51,-65,-57,-61,-61,-65,-46,-55,-55,-51,-51,-52,-52,-58
0,0,47,774,3,2.1,-44,-43,-51,-55,-55,-55,-61,-65,-45,-56,-58,-62,-47,-59,-44,-60
0,0,50,843,3,2.1,-44,-43,-51,-55,-55,-55,-61,-65,-46,-48,-58,-62,-47,-61,-44,-60
0,0,53,930,3,2.1,-44,-43,-51,-55,-55,-55,-61,-65,-46,-48,-58,-62,-47,-61,-44,-60
0,0,57,14,3,2.1,-43,-46,-54,-55,-50,-55,-62,-54,-44,-54,-58,-57,-49,-61,-51,-60
0,0,3,350,3,2.1,-46,-44,-49,-51,-57,-55,-61,-63,-44,-52,-58,-55,-49,-61,-55,-64
0,0,6,429,3,2.1,-45,-52,-49,-54,-63,-54,-59,-66,-46,-55,-64,-55,-48,-61,-48,-62
0,0,12,578,3,2.1,-47,-43,-49,-58,-54,-58,-52,-65,-43,-43,-55,-54,-52,-67,-54,-52
0,0,15,640,3,2.1,-47,-43,-49,-56,-54,-55,-60,-60,-43,-37,-55,-54,-49,-67,-54,-52
0,0,21,794,3,2.1,-52,-44,-49,-59,-61,-55,-58,-58,-48,-48,-50,-51,-54,-58,-50,-54
0,0,55,465,3,2.1,-45,-44,-49,-48,-49,-61,-62,-55,-54,-48,-46,-49,-50,-62,-47,-61
0,0,58,570,3,2.1,-46,-44,-54,-57,-52,-62,-58,-70,-52,-48,-55,-54,-50,-59,-57,-63
0,0,4,728,3,2.1,-42,-53,-54,-57,-52,-62,-63,-70,-49,-56,-54,-52,-51,-70,-52,-58
0,0,7,791,3,2.1,-39,-52,-53,-55,-52,-40,-60,-69,-56,-50,-54,-51,-46,-59,-58,-59
0,0,23,143,3,2.1,-48,-49,-53,-42,-55,-40,-57,-69,-45,-50,-54,-51,-51,-58,-57,-59
0,0,32,399,3,2.1,-45,-46,-51,-51,-57,-40,-52,-66,-46,-50,-55,-51,-52,-58,-55,-58
0,0,35,479,3,2.1,-45,-42,-51,-65,-57,-61,-61,-65,-46,-55,-55,-51,-51,-52,-52,-58
0,0,38,563,3,2.1,-45,-42,-51,-65,-57,-61,-61,-65,-46,-55,-55,-51,-51,-52,-52,-58
0,0,41,623,3,2.1,-45,-42,-51,-65,-57,-61,-61,-65,-46,-55,-55,-51,-51,-52,-52,-58
0,0,44,702,3,2.1,-45,-42,-51,-65,-57,-61,-61,-65,-46,-55,-55,-51,-51,-52,-52,-58
0,0,47,774,3,2.1,-44,-43,-51,-55,-55,-55,-61,-65,-45,-56,-58,-62,-47,-59,-44,-60
0,0,50,843,3,2.1,-44,-43,-51,-55,-55,-55,-61,-65,-46,-48,-58,-62,-47,-61,-44,-60
